"Name","GlobalID","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","EarlyExportName","EarlyExportNameMaxTownHall","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","AreEdgesUnpassableByVillagers","ExportNameBuildAnim","ExportNameUpgradeAnim","AlternateExportName","AlternateUpgradeExportName","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredSourElixir","MaxStoredCommonOre","MaxStoredRareOre","MaxStoredEpicOre","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Blacksmith","HeroTavern","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnitType","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","NormalModeTID","AlternateModeTID","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","AltCoolDownOverride","DPS","AltDPS","Damage","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainShootingDistance","ChainAttackDistance","ChainAttackDepth","ChainAttackFactor","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","MultiHitsTarget","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","Pushback","PushbackTime","PushbackHousingLimit","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","HousesGuardians","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopDynamic","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCostDivisor","ActivateCombatOnDamageTaken","ActivateAfterSeconds","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","RandomizeTarget","SpellOnNearbyDamage","DamagePermilHp","ProjectileVariantByTargetMaxHP","DefaultProjectileVariant","PreviewScenario","PreviewScenarioUpgradePreview","PreviewScenarioUpgrading","AltPreviewScenario","CustomTargetHitBuildingInRange","UnlockWeaponMode","Stage","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","SecondaryTroopAttacker","SpawnTimer","SpawnOnAttack","SummonTroopCount","HealthRecoveryPercent","MergeRequirement","ProjectileBounces","UseCustomCornerPiecesInEnds","UseCustomCornerPiecesInTurns","UseCustomCornerPiecesInTJunctions","DieSpellAttacker","MiniLevels","StatBars","RetargetAfterHit","AltModeStatBars","SpecialAbilities","SpecialAbilitiesLevel","SeasonalDefense","Animation","UseBattleIdleAnimation","Building3D","TargetingImmunitySiegeMachines","TargetingImmunityHeroes","TargetingImmunityOtherCharacters","TargetingImmunityTH_CC","TargetingImmunityStorages","TargetingImmunityWalls","TargetingImmunityOtherBuildings","TargetingImmunityTotems"
,,5,,,,,,,"doom_cannon_lvl5",,,,,,8,0,0,0,"Gold",12000000,14,14,,,,,,"doom_cannon_lvl5_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600,21,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,"Artillery Ammo5",,,,,,,,,,,,,,,,,,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,"doom_cannon_lvl6",,,,,,9,0,0,0,"Gold",13000000,15,15,,,,,,"doom_cannon_lvl6_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900,21,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,"Artillery Ammo6",,,,,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,"doom_cannon_lvl7",,,,,,9,12,0,0,"Gold",14000000,16,16,,,,,,"doom_cannon_lvl6_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200,21,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,"Artillery Ammo7",,,,,,,,,,,,,,,,,,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scattershot",1000067,1,"TID_BUILDING_SCATTERSHOT","TID_BUILDING_SCATTERSHOT_INFO","Defense",,,"sc/buildings.sc","ice_breaker_lvl1",,"tower_turret_const",,,,5,0,0,0,"Gold",8000000,13,13,3,3,,,"alliance_castle_upg","ice_breaker_lvl1_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,20,1000,,,,,,3228,,1500,,125,,,,,,"Building Destroyed",,"Ice Breaker Attack",,,,,,,,,,"Scattershot Projectile 1",,,"destroyedBuilding_3l_pit_rockwood",2,2,,"rapidfire_base","TRUE","TRUE",,,,,,,90,"Elixir",40000,300,100,,,,,,,,"Scattershot Pickup","Scattershot Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,150,,,5,,,,,,"DefenseLongRange3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,"ice_breaker_lvl2",,,,,,7,0,0,0,,9000000,13,13,,,,,,"ice_breaker_lvl2_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,22,,,,,,,,,,,150,,,,,,,,"Ice Breaker Attack",,,,,,,,,,"Scattershot Projectile 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"ice_breaker_lvl3",,,,,,7,12,0,0,,11000000,14,14,,,,,,"ice_breaker_lvl3_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,24,,,,,,,,,,,170,,,,,,,,"Ice Breaker Attack",,,,,,,,,,"Scattershot Projectile 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"ice_breaker_lvl4",,,,,,8,0,0,0,,11500000,15,15,,,,,,"ice_breaker_lvl4_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100,24,,,,,,,,,,,175,,,,,,,,"Ice Breaker Attack",,,,,,,,,,"Scattershot Projectile 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,"ice_breaker_lvl5",,,,,,8,12,0,0,,12000000,16,16,,,,,,"ice_breaker_lvl5_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410,24,,,,,,,,,,,180,,,,,,,,"Ice Breaker Attack",,,,,,,,,,"Scattershot Projectile 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,"ice_breaker_lvl6",,,,,,9,0,0,0,,16500000,17,17,,,,,,"ice_breaker_lvl6_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600,24,,,,,,,,,,,185,,,,,,,,"Ice Breaker Attack",,,,,,,,,,"Scattershot Projectile 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,"ice_breaker_lvl7",,,,,,15,0,0,0,,26500000,18,18,,,,,,"ice_breaker_lvl7_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800,24,,,,,,,,,,,190,,,,,,,,"Ice Breaker Attack",,,,,,,,,,"Scattershot Projectile 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spell Tower",1000072,1,"TID_BUILDING_SPELL_TOWER","TID_BUILDING_SPELL_TOWER_INFO","Defense",,,"sc/buildings.sc","spell_tower_lvl1",,"generic_construction_state2",,,,7,0,0,0,"Gold",9000000,15,15,2,2,,,"air_mortar_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,20,800,,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,"Generic Hit",,,,"destroyedBuilding_2l_pit_rockwood",1,1,,"dark_tower_base",,,,,,,,,,,,,,,,,,,,,"Spell Tower Pickup","Spell Tower Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"NoCombatBuilding",,,,,"SpellTowerRage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE"
,,2,,,,,,,"spell_tower_lvl2_rage",,,,,,8,0,0,0,,11000000,15,15,,,,,"air_mortar_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NoCombatBuilding",,,,,"SpellTowerPoison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE"
,,3,,,,,,,"spell_tower_lvl3_rage",,,,,,8,12,0,0,,12000000,15,15,,,,,"air_mortar_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NoCombatBuilding",,,,,"SpellTowerInvisibility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE"
,,4,,,,,,,"spell_tower_lvl4_earthquake",,,,,,10,0,0,0,,27000000,17,17,,,,,"air_mortar_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NoCombatBuilding",,,,,"SpellTowerEarthquake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE"
"Monolith",1000077,1,"TID_BUILDING_MONOLITH","TID_BUILDING_MONOLITH_INFO","Defense",,,"sc/buildings.sc","monolith_lvl_1",,"tower_turret_const",,,,7,0,0,0,"DarkElixir",200000,15,15,3,3,,,"tower_turret_upg","monolith_lvl_1_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4747,25,1100,,,,,,1500,,750,,150,,,,,,"Building Destroyed",,"Monolith Attack",,,,,,,,,"Explosive Arrow","MonolithProjectileMin;MonolithProjectileMed;MonolithProjectileMax",,,"destroyedBuilding_3l_base_rockwood",2,2,,"dark_tower_base","TRUE","TRUE",,,,,,,,,,,,,,,,,,,"Monolith Pickup","Monolith Placing",,,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,37615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,5,,,110,"600;2500",3,"Monolith",,,,,,,,,,,,,,,,,,,,,"Monolith Mini Levels",,,,,,,,,,,,,,,,,
,,2,,,,,,,"monolith_lvl_2",,,,,,8,0,0,0,,250000,15,15,,,,,,"monolith_lvl_2_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,26,,,,,,,,,,,175,,,,,,,,"Monolith Attack",,,,,,,,,,"MonolithProjectileMin;MonolithProjectileMed;MonolithProjectileMax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,39163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,"650;2750",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"monolith_lvl_3",,,,,,9,0,0,0,,260000,16,16,,,,,,"monolith_lvl_3_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5353,26,,,,,,,,,,,193,,,,,,,,"Monolith Attack",,,,,,,,,,"MonolithProjectileMin;MonolithProjectileMed;MonolithProjectileMax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,40750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,"700;3000",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"monolith_lvl_4",,,,,,11,0,0,0,,300000,17,17,,,,,,"monolith_lvl_4_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5656,26,,,,,,,,,,,209,,,,,,,,"Monolith Attack",,,,,,,,,,"MonolithProjectileMin;MonolithProjectileMed;MonolithProjectileMax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,"750;3250",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multi Archer Tower",1000084,1,"TID_BUILDING_MULTI_ARCHER_TOWER","TID_MULTI_ARCHER_TOWER_INFO","Defense",,,"sc/buildings.sc","merged_archer_tower_lvl1",,"merged_archer_tower_const",,,,7,0,0,0,"Gold",12000000,16,16,3,3,,,"merged_archer_tower_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,25,1000,,,,,,600,,,,,,60,,,,"Building Destroyed",,,,,,,,,,"MergedArcherTower_attack","Explosive Arrow","super_archer_tower_projectile",,,"destroyedBuilding_3m_grass_wood",2,2,,"gold_storage_lvl8_base","TRUE","TRUE","TRUE",3,"TRUE",,,,,,,,,,,,,"MergedArcherTower_attack",,"MergedArcherTower_attack","Tower Turret Pickup","Tower Turret Placing",,"Archer12",3,197,,,,,,,,,,,,,,,,,,,,,,,,,,,9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"MergedArcherTower",,,,,,,,,,,,,,,"Archer Tower:21:0;Archer Tower:21:0",,,,,,"Multi Archer Tower Mini Levels",,,,,,,,,,,,,,,,,
,,2,,,,,,,"merged_archer_tower_lvl2",,,,,,8,0,0,0,,13000000,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,,,,,,,,,,,,,,65,,,,,,,,,,,,,,"MergedArcherTower_attack",,,,,,,,,,,,,,,,,,,,,,,,,,,"MergedArcherTower_attack",,"MergedArcherTower_attack",,,,"Archer12",3,197,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"merged_archer_tower_lvl3",,,,,,9,0,0,0,,17500000,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,70,,,,,,,,,,,,,,"MergedArcherTower_attack",,,,,,,,,,,,,,,,,,,,,,,,,,,"MergedArcherTower_attack",,"MergedArcherTower_attack",,,,"Archer13",3,197,,,,,,,,,,,,,,,,,,,,,,,,,,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"merged_archer_tower_lvl4",,,,,,14,0,0,0,,27000000,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,,,,,,,,,,,,,,73,,,,,,,,,,,,,,"MergedArcherTower_attack",,,,,,,,,,,,,,,,,,,,,,,,,,,"MergedArcherTower_attack",,"MergedArcherTower_attack",,,,"Archer13",3,197,,,,,,,,,,,,,,,,,,,,,,,,,,,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ricochet Cannon",1000085,1,"TID_BUILDING_RICOCHET_CANNON","TID_RICOCHET_CANNON_INFO","Defense",,,"sc/buildings.sc","merged_cannon_lvl1",,"merged_cannon_const",,,,7,0,0,0,"Gold",12000000,16,16,3,3,,,"merged_cannon_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400,25,900,,,,,,800,,,,360,,,,,,"Building Destroyed",,"Cannon Attack Larger",,,,,,,,,"Merged_Cannon_Ricochet_Hit","MergedCannonProjectile",,,"destroyedBuilding_3s_base_rock",2,2,,"basic_cannon_lvl11_base","FALSE","TRUE",,,,,,,,,,,,,,,,,,,"Basic Turret Pickup","Basic Turret Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"MergedCannon",,,,,,,,,,,,,,,"Cannon:21:0;Cannon:21:0",1,,,,,"Ricochet Cannon Mini Levels",,,,,,,,,,,,,,,,,
,,2,,,,,,,"merged_cannon_lvl2",,,,,,8,0,0,0,,13000000,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,"MergedCannonProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"merged_cannon_lvl3",,,,,,9,0,0,0,,17500000,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,"MergedCannonProjectile lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"merged_cannon_lvl4",,,,,,13,12,0,0,,26500000,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100,,,,,,,,,,,,412,,,,,,,,,,,,,,,,,,"MergedCannonProjectile lvl4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multi Gear Tower",1000079,1,"TID_BUILDING_ARCHER_CANNON","TID_BUILDING_ARCHER_CANNON_INFO","Defense",,,"sc/buildings.sc","merged_cat_archer_lvl1",,"merged_cat_const",,,,8,0,0,0,"Gold",17000000,17,17,3,3,,,"merged_cat_upg","merged_cat_archer_lvl1","merged_cat_cannon_lvl1","merged_cat_cannon_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,20,1200,"TID_BUILDING_ARCHER_CANNON_LONG_RANGE_CONFIG","TID_BULDING_ARCHER_CANNON_FAST_ATTACK_CONFIG","TRUE",800,,1000,350,,,350,650,,,,"TRUE","Building Destroyed",,"Rapidfire bow attack",,,,,,,,"merge_cat_cannon_attack","merged_cat_archer_hit","merged_cat_archer_projectile_lvl1","merged_cat_cannon_projectile_lvl1",,"destroyedBuilding_3s_pit_rock",2,2,,"rapidfire_base","TRUE","TRUE",,,,"TRUE","TRUE",,,,,,,,,,,,,"Bow Target","Bow Pickup","Bow Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,10,,,,,,"MultiGearTowerLONG",,,"MultiGearTowerSHORT",,,,,,,,,,,,"Archer Tower:21:1;Cannon:21:1",,,,,,"Multi Gear Tower Mini Levels","HitPoints;DamagePerSecond;Range;DamageType;TargetType",,"HitPoints;DamagePerSecond;DamagePerHit;BurstCount;Range;DamageType;TargetType",,,,,,,,,,,,,,
,,2,,,,,,,"merged_cat_archer_lvl2",,,,,,9,0,0,0,,18000000,17,17,,,,,"merged_cat_upg","merged_cat_archer_lvl2","merged_cat_cannon_lvl2","merged_cat_cannon_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,370,690,,,,,,,"Rapidfire bow attack",,,,,,,,"merge_cat_cannon_attack","merged_cat_archer_hit","merged_cat_archer_projectile_lvl2","merged_cat_cannon_projectile_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"merged_cat_archer_lvl3",,,,,,14,0,0,0,,28000000,18,18,,,,,"merged_cat_upg","merged_cat_archer_lvl3","merged_cat_cannon_lvl3","merged_cat_cannon_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350,,,,,,,,,,,,390,710,,,,,,,"Rapidfire bow attack",,,,,,,,"merge_cat_cannon_attack","merged_cat_archer_hit","merged_cat_archer_projectile_lvl3","merged_cat_cannon_projectile_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
